No	ExtEHR resource	ExtEHR field	ExtEHR #	ExtEHR description	ExtEHR type	Ext binding	ExtEHR source	Mapped Resource	Mapped Field	EQ				Modeling	Needs work	Actor	Section	R4Mapped Resource	R4Mapped Field	EQ				Modeling	Needs work	Actor	Section	
1384	EHDSPatientSummary	header.version	0..1	Business version of the resource.	string		Version																					
1385	EHDSPatientSummary	presentedForm	0..*	A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	EHDSAttachment		A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document																					
1386	EHDSPatientSummary	header.documentType	1..1	Identifies the type of document at hand, e.g. Discharge report.	CodeableConcept	LOINC (preferred)	Document type																					
1387	EHDSPatientSummary	header.documentTitle	1..1	Document title, such as Discharge Report, Laboratory Result Report, etc.	string		Document title																					
1388	EHDSPatientSummary	header.documentStatus	1..1	The status of the Discharge report. E.g., preliminary, final.	CodeableConcept	hl7:CompositionStatus (preferred)	Document status																					
1389	EHDSPatientSummary	header.period	0..1	Time of service that is being documented	Period		Period																					
1390	EHDSPatientSummary	header.attestation	0..*	Document attestation details	Base		Attestation																					
1391	EHDSPatientSummary	header.attestation.attester	1..1	Attester who validated the document. Mulitple attesters could be provided.	EHDSHealthProfessional		Attester																					
1392	EHDSPatientSummary	header.attestation.datetime	1..1	Date and time of the approval of the document by Attester.	dateTime		DateTime																					
1393	EHDSPatientSummary	header.legalAuthentication	0..1	Document legal authentication	Base		Legal authentication																					
1394	EHDSPatientSummary	header.legalAuthentication.legalAuthenticator	1..1	The person taking responsibility for the medical content of the document	EHDSHealthProfessional		Legal authenticator																					
1395	EHDSPatientSummary	header.legalAuthentication.datetime	1..1	Date and time when the document was authorized.	dateTime		DateTime																					
1396	EHDSPatientSummary	header.eventType	0..*	Categorization of the event covered by the document (e.g. laboratory study types, imaging study types including modality, etc.). Selection of such tags or labels depends on the use case and agreement betwen data sharing parties. This meta-data element serves primarily for searching and filtering purpuses.	CodeableConcept	LOINC, SNOMED CT, dicom-cid-33-Modality (preferred)	Event type																					
1397	EHDSPatientSummary	header.authorSpecialty	0..*	Additional details about where the content was created (e.g. clinical specialty)	CodeableConcept	SNOMED CT (preferred)	Specialty																					
1398	EHDSPatientSummary	header.custodian	1..1	Organisation that is in charge of maintaining the document/report.	EHDSOrganisation		Document custodian																					
1399	EHDSPatientSummary	header.documentFormat	0..1	An identifier of the document constraints, encoding, structure, and template that the document conforms to beyond the base format indicated in the mimeType.	CodeableConcept	HL7 Document Format Codes (preferred)	Document format																					
1400	EHDSPatientSummary	header.confidentiality	0..1	Level of confidentiality of the document. Implicit value is normal.	CodeableConcept	hl7:Confidentiality (preferred)	Confidentiality																					
1401	EHDSPatientSummary	knowledgeResources	0..*	Related documents and information sources	Base		Related documents and information sources																					
1402	EHDSPatientSummary	knowledgeResources.externalReference	0..*	...	RelatedArtifact		...																					
1403	EHDSPatientSummary	knowledgeResources.relatedTo	0..*	...	Reference		...																					
1404	EHDSPatientSummary	alerts	1..1	Information about substantial alerts or warnings that health professionals should be aware of.	Base		Section: Alerts.																					
1405	EHDSPatientSummary	alerts.narrative	0..1	Narrative, potentially formatted, content of the section	string		Narrative, potentially formatted, content of the section																					
1406	EHDSPatientSummary	alerts.emptyReason	0..1	Reason for absence of data	CodeableConcept		Reason for absence of data																					
1407	EHDSPatientSummary	alerts.medicalAlert	0..*	Description of medical alerts in textual format: any clinical information that is imperative to know so that the life or health of the patient does not come under threat.	EHDSAlert		Description of medical alerts in textual format: any clinical information that is imperative to know so that the life or health of the patient does not come under threat.																					
1408	EHDSPatientSummary	allergiesAndIntolerances	1..1	Section: Allergies and intolerances	Base		Section: Allergies and intolerances																					
1409	EHDSPatientSummary	allergiesAndIntolerances.narrative	1..1	Text summary of the content in section	string		Text summary of the content in section																					
1410	EHDSPatientSummary	allergiesAndIntolerances.allergyIntolerance	0..*	List of structured allergies and intolerances	EHDSAllergyIntolerance		List of structured allergies and intolerances																					
1411	EHDSPatientSummary	allergiesAndIntolerances.emptyReason	0..1	Reason for absence of data (indicates whether the person is known to have no allergies or the data is considered incomplete)	CodeableConcept	1.3.6.1.4.1.12559.11.10.1.3.1.42.47eHDSIAbsentOrUnknownAllergy	http://hl7.org/fhir/ValueSet/list-empty-reason (preferred)	Use if no Allergies are listed																				
1412	EHDSPatientSummary	problems	1..1	Conditions that are important to be known for a health professional during a health encounter.	Base		Medical problems.																					
1413	EHDSPatientSummary	problems.narrative	0..1	Text summary of the content in the section	string		Text summary of the content in the section																					
1414	EHDSPatientSummary	problems.emptyReason	0..1	Use if no conditions are listed	CodeableConcept		Use if no conditions are listed																					
1415	EHDSPatientSummary	problems.problems	0..*	!!Health conditions affecting the health of the patient.!!	EHDSCondition		!!Health conditions affecting the health of the patient.!!																					
1416	EHDSPatientSummary	medicationSummary	1..1	Current and relevant past medicine.	Base		Section: Medication Summary.																					
1417	EHDSPatientSummary	medicationSummary.narrative	0..1	Text summary of the content in the section	string		Text summary of the content in the section																					
1418	EHDSPatientSummary	medicationSummary.emptyReason	0..1	Use if no medicines are listed	CodeableConcept		Use if no medicines are listed																					
1419	EHDSPatientSummary	medicationSummary.medicationTreatment	0..*	Medication treatment/prescription relevant for this patient summary. Typically, medications whose period of time indicated for the treatment has not yet expired whether it has been dispensed or not.	EHDSMedicationStatement		Medication treatment/prescription relevant for this patient summary. Typically, medications whose period of time indicated for the treatment has not yet expired whether it has been dispensed or not.																					
1420	EHDSPatientSummary	medicalDevicesAndImplants	1..1	Section: Medical devices and implants	Base		Section: Medical devices and implants																					
1421	EHDSPatientSummary	medicalDevicesAndImplants.narrative	0..1	Narrative, potentially formatted, content of the section	string		Narrative, potentially formatted, content of the section																					
1422	EHDSPatientSummary	medicalDevicesAndImplants.emptyReason	0..1	Reason for absence of data	CodeableConcept		Reason for absence of data																					
1423	EHDSPatientSummary	medicalDevicesAndImplants.medicalDevice	0..*	Describes the patient's implanted and external medical devices and equipment that their health status depends on. Includes devices (such as cardiac pacemakers, implantable defibrillator, prothesis, ferromagnetic bone implants etc.) that are important to know by the HP.	EHDSDeviceUse		Describes the patient's implanted and external medical devices and equipment that their health status depends on. Includes devices (such as cardiac pacemakers, implantable defibrillator, prothesis, ferromagnetic bone implants etc.) that are important to know by the HP.																					
1424	EHDSPatientSummary	procedures	1..1	Section: Procedures	Base		Section: Procedures																					
1425	EHDSPatientSummary	procedures.narrative	0..1	Narrative, potentially formatted, content of the section	string		Narrative, potentially formatted, content of the section																					
1426	EHDSPatientSummary	procedures.emptyReason	0..1	Reason for absence of data	CodeableConcept		Reason for absence of data																					
1427	EHDSPatientSummary	procedures.procedure	0..*	List of procedures	EHDSProcedure		List of procedures																					
1428	EHDSPatientSummary	vaccination	0..1	A patient's immunisation status. The section should include current immunization status and may contain the entire immunization history that is relevant to the period of time being summarised. Adverse reactions against vaccines should be documented in the allergy section.	Base		Section: Vaccination/prophylaxis.																					
1429	EHDSPatientSummary	vaccination.narrative	0..1	Narrative, potentially formatted, content of the section	string		Narrative, potentially formatted, content of the section																					
1430	EHDSPatientSummary	vaccination.vaccination	0..*	Immunisations given to the patient and their status at the point of care.	EHDSImmunisation		Immunisations given to the patient and their status at the point of care.																					
1431	EHDSPatientSummary	functionalStatus	0..1	Section: Functional status	Base		Section: Functional status																					
1432	EHDSPatientSummary	functionalStatus.narrative	0..1	Narrative, potentially formatted, content of the section	string		Narrative, potentially formatted, content of the section																					
1433	EHDSPatientSummary	functionalStatus.functionalStatusAssessment	0..*	An individual's ability to perform normal daily activities required to meet basic needs, fulfil usual roles and maintain health and well-being	EHDSFunctionalStatus		An individual's ability to perform normal daily activities required to meet basic needs, fulfil usual roles and maintain health and well-being																					
1434	EHDSPatientSummary	socialHistory	0..1	Observations on social factors such as alcohol consumption or smoking. From the healthcare perspective, life-style factors relate to well-being but can also provide a source of risk factors.	Base		Section: Social history.																					
1435	EHDSPatientSummary	socialHistory.narrative	0..1	Narrative, potentially formatted, content of the section	string		Narrative, potentially formatted, content of the section																					
1436	EHDSPatientSummary	socialHistory.socialHistoryObservation	0..*	Health related lifestyle factors or lifestyle observations and social determinants of health. Example: cigarette smoker, alcohol consumption	EHDSSocialHistory		Social history observations related to health																					
1437	EHDSPatientSummary	pregnancyHistory	0..1	To present the current health state of the patient with respect to pregnancy and to provide chronological and outcome information about past pregnancies.	Base		Section: Pregnancy history																					
1438	EHDSPatientSummary	pregnancyHistory.generatedNarrative	0..1	Generated text summary of the content in the section, for human interpretation	string		Generated text summary of the content in the section, for human interpretation																					
1439	EHDSPatientSummary	pregnancyHistory.currentPregnancyStatus	0..1	Current state of the pregnancy at the date the observation was made, e.g. pregnant, not pregnant, unknown.	EHDSCurrentPregnancy		Current pregnancy status																					
1440	EHDSPatientSummary	pregnancyHistory.previousPregnanciesStatus	0..1	Overall status of previous pregnancies, including																								
1441	— Yes, previous pregnancies																											
1442	— No, previous pregnancies																											
1443	— Unknown	CodeableConcept		Overall status of previous pregnancies																								
1444	EHDSPatientSummary	pregnancyHistory.previousPregnancies	0..*	Information about previous pregnancies, including outcomes and number of children/fetuses in each pregnancy.	EHDSPregnancyHistory		History of previous pregnancies																					
1445	EHDSPatientSummary	travelHistory	0..1	Captures relevant information about the patient's recent travel history that may be of clinical relevance — particularly in relation to exposure to infectious diseases, epidemiological risks, or environmental factors. The intent is to support clinical decision-making and risk assessment, especially in contexts such as outbreaks or endemic disease regions.	Base		Relevant information about the patient's recent travel history																					
1446	EHDSPatientSummary	travelHistory.narrative	0..1	Text summary of the content in the section	string		Text summary of the content in the section																					
1447	EHDSPatientSummary	travelHistory.travelHistory	0..*	Travel history for one country	EHDSTravelHistory		Travel history for one country																					
1448	EHDSPatientSummary	patientStory	0..1	A concise narrative from the patient’s perspective about their present health state. This is a record of the things that a person feels it is important to communicate about their needs, strengths, values, concerns and preferences to others providing support and care.	Base		What the patient believes to be important for the attending clinician to know.																					
1449	EHDSPatientSummary	patientStory.narrative	0..1	Text summary of the content in the section	string		Text summary of the content in the section																					
1450	EHDSPatientSummary	advanceDirectives	0..1	Provision for healthcare decisions if, in the future, a person is unable to make those decisions.	Base		Section: Advance Directives.																					
1451	EHDSPatientSummary	advanceDirectives.narrative	0..1	Narrative, potentially formatted, content of the section	string		Narrative, potentially formatted, content of the section																					
1452	EHDSPatientSummary	advanceDirectives.advanceDirective	0..*	Provision for healthcare decisions if, in the future, a person is unable to make those decisions	EHDSAdvanceDirective		Provision for healthcare decisions if, in the future, a person is unable to make those decisions																					
1453	EHDSPatientSummary	results	0..1	Relevant observation results obtained on the patient. These may be measurements, laboratory results, anatomic pathology results, radiology results or other imaging or clinical results.	Base		Section: Observation results.																					
1454	EHDSPatientSummary	results.narrative	0..1	Narrative, potentially formatted, content of the section	string		Narrative, potentially formatted, content of the section																					
1455	EHDSPatientSummary	results.resultObservation[x]	0..*	Observation results pertaining to the subject of care's health condition and which might have impact on future treatments	EHDSObservation		Observation results pertaining to the subject of care's health condition and which might have impact on future treatments																					
1456	EHDSPatientSummary	results.resultObservation[x]	0..*	Observation results pertaining to the subject of care's health condition and which might have impact on future treatments	EHDSLaboratoryObservation		Observation results pertaining to the subject of care's health condition and which might have impact on future treatments																					
1457	EHDSPatientSummary	carePlan	0..1	Therapeutic recommendations that do not include pharmacologic treatments, such as diet, physical exercise, planned surgeries	Base		Section: Care plans.																					
1458	EHDSPatientSummary	carePlan.narrative	0..1	Narrative containing the plan including proposals, goals, and order requests for monitoring, tracking, or improving the condition of the patient. In the future it is expected that this Section could be provided in a structured and coded format.	string		Narrative containing the plan including proposals, goals, and order requests for monitoring, tracking, or improving the condition of the patient. In the future it is expected that this Section could be provided in a structured and coded format.																					
1459	EHDSPatientSummary	carePlan.carePlanEntry	0..*	Describes the intention of how one or more practitioners intend to deliver care for a particular patient for a period of time, possibly limited to care for a specific condition or set of conditions.	EHDSCarePlan		Describes the intention of how one or more practitioners intend to deliver care for a particular patient for a period of time, possibly limited to care for a specific condition or set of conditions.																					
1460	EHDSPregnancyHistory		0..*	Pregnancy history for one pregnancy			Pregnancy history model																					
1461	EHDSPregnancyHistory	header	1..1	Common header for all patient-related data	Base		Common header for all patient-related data																					
1462	EHDSPregnancyHistory	header.subject	1..1	Patient/subject information	EHDSPatient		Subject																					
1463	EHDSPregnancyHistory	header.identifier	0..*	Business identifier for the object	Identifier		Business identifier for the object																					
1464	EHDSPregnancyHistory	header.authorship	1..*	Resource authoring details	Base		Authorship																					
1465	EHDSPregnancyHistory	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSHealthProfessional		Author																					
1466	EHDSPregnancyHistory	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSOrganisation		Author																					
1467	EHDSPregnancyHistory	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSDevice		Author																					
1468	EHDSPregnancyHistory	header.authorship.datetime	1..1	Date and time of the issuing the document/resource by its author.	dateTime		Date and time of authoring/issuing																					
1469	EHDSPregnancyHistory	header.lastUpdate	0..1	Date and time of the last update to the document/information	dateTime		Date and time of the last update to the resource																					
1470	EHDSPregnancyHistory	header.status	1..1	Status of the resource	CodeableConcept		Status of the resource																					
1471	EHDSPregnancyHistory	header.statusReason[x]	0..1	Reason for the current status of the resource.	CodeableConcept		Reason for the current status of the resource.																					
1472	EHDSPregnancyHistory	header.statusReason[x]	0..1	Reason for the current status of the resource.	string		Reason for the current status of the resource.																					
1473	EHDSPregnancyHistory	header.language	0..1	Language in which the resource is written. Language is expressed by the IETF language tag.	CodeableConcept	BCP 47 (preferred)	Language																					
1474	EHDSPregnancyHistory	header.version	0..1	Business version of the resource.	string		Version																					
1475	EHDSPregnancyHistory	presentedForm	0..*	A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	EHDSAttachment		A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document																					
1476	EHDSPregnancyHistory	narrative	0..1	Narrative description describing the outcome of any previous pregnancies.	string		Narrative, potentially formatted, content of the section																					
1477	EHDSPregnancyHistory	outcomeDate	0..1	Date referred to the previous pregnancies outcome.	dateTime		Outcome date																					
1478	EHDSPregnancyHistory	outcome	0..1	Outcome of the previous pregnancy.	CodeableConcept	1.3.6.1.4.1.12559.11.10.1.3.1.42.62 eHDSIOutcomeOfPregnancy (SNOMED CT, used in MH@EU)	1.3.6.1.4.1.12559.11.10.1.3.1.42.63 eHDSIRareDisease (OrphaCodes, used in MH@EU)	ICD-11	SNOMED CT (preferred)	Outcome										Outcome								
1479	EHDSPregnancyHistory	numberOfChildren	0..1	Number of children/fetuses in this specific pregnancy	integer		Number of children/fetuses in this specific pregnancy																					
1480	EHDSProcedure		0..*	EHDS refined base model for an action that is or was performed on or for a patient			Procedure model	EuProcedure								MR										MR		
1481	EHDSProcedure	header	1..1	Common header for all patient-related data	Base		Common header for all patient-related data																					
1482	EHDSProcedure	header.subject	1..1	Patient/subject information	EHDSPatient		Subject	EuProcedure	subject	EQ		EuPatient				MR				EQ		EuPatient				MR		
1483	EHDSProcedure	header.identifier	0..*	Business identifier for the object	Identifier		Business identifier for the object	EuProcedure	identifier	EQ						MR				EQ						MR		
1484	EHDSProcedure	header.authorship	1..*	Resource authoring details	Base		Authorship	EuProcedure	performer	EQ						MR				EQ						MR		
1485	EHDSProcedure	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSHealthProfessional		Author	EuProcedure	performer.actor	EQ					Decide if dedicated slices should be created for each author	MR				EQ					Decide if dedicated slices should be created for each author	MR		
1486	EHDSProcedure	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSOrganisation		Author	EuProcedure	performer.actor	EQ						MR				EQ						MR		
1487	EHDSProcedure	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSDevice		Author	EuProcedure	performer.actor	EQ						MR				EQ						MR		
1488	EHDSProcedure	header.authorship.datetime	1..1	Date and time of the issuing the document/resource by its author.	dateTime		Date and time of authoring/issuing	EuProcedure	occurrenceDateTime	EQ						MR				EQ						MR		
1489	EHDSProcedure	header.lastUpdate	0..1	Date and time of the last update to the document/information	dateTime		Date and time of the last update to the resource	EuProcedure	meta.lastUpdated	EQ						MR				EQ						MR		
1490	EHDSProcedure	header.status	1..1	Status of the resource	CodeableConcept		Status of the resource	EuProcedure	status	EQ						MR				EQ						MR		
1491	EHDSProcedure	header.statusReason[x]	0..1	Reason for the current status of the resource.	CodeableConcept		Reason for the current status of the resource.	EuProcedure	statusReason.coding	EQ						MR				EQ						MR		
1492	EHDSProcedure	header.statusReason[x]	0..1	Reason for the current status of the resource.	string		Reason for the current status of the resource.	EuProcedure	statusReason.text	EQ						MR				EQ						MR		
1493	EHDSProcedure	header.language	0..1	Language in which the resource is written. Language is expressed by the IETF language tag.	CodeableConcept	BCP 47 (preferred)	Language	EuProcedure	language	EQ						MR				EQ						MR		
1494	EHDSProcedure	header.version	0..1	Business version of the resource.	string		Version	EuProcedure	meta.versionId	EQ						MR				EQ						MR		
1495	EHDSProcedure	presentedForm	0..*	A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	EHDSAttachment		A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	EuProcedure	text	EQ				No element to map this. Will require an extension.		MR				EQ				No element to map this. Will require an extension.		MR		
1496	EHDSProcedure	code	0..1	Code identifying the procedure	CodeableConcept	SNOMED CT (preferred)	Code identifying the procedure	EuProcedure	code	EQ						MR				EQ						MR		
1497	EHDSProcedure	date[x]	0..1	Date and time of the procedure or interval of its performance	dateTime		Date and time of the procedure or interval of its performance	EuProcedure	occurrenceDateTime	EQ						MR				EQ						MR		
1498	EHDSProcedure	date[x]	0..1	Date and time of the procedure or interval of its performance	Period		Date and time of the procedure or interval of its performance	EuProcedure	occurrencePeriod	EQ						MR				EQ						MR		
1499	EHDSProcedure	performer	0..*	An actor who performed the procedure	EHDSHealthProfessional		An actor who performed the procedure	EuProcedure	performer.actor	EQ		EuPractitionerRole				MR				EQ		EuPractitionerRole				MR		
1500	EHDSProcedure	bodySite	0..*	Procedure target body site. Details of where the procedure was performed. Laterality may be included as qualifier of the body site.	EHDSBodyStructure		Procedure target body site. Details of where the procedure was performed. Laterality may be included as qualifier of the body site.	EuProcedure	bodySite	EQ						MR				EQ						MR		
1501	EHDSProcedure	reason[x]	0..*	The reason why the procedure was performed. This may be a concept from a terminology or a reference to a specific instance that describes the reason.	CodeableConcept	SNOMED CT, ICD-10, Orphacode if rare disease is diagnosed (preferred)	The reason why the procedure was performed. This may be a concept from a terminology or a reference to a specific instance that describes the reason.	EuProcedure	reason	EQ						MR				EQ						MR		
1502	EHDSProcedure	reason[x]	0..*	The reason why the procedure was performed. This may be a concept from a terminology or a reference to a specific instance that describes the reason.	EHDSCondition	SNOMED CT, ICD-10, Orphacode if rare disease is diagnosed (preferred)	The reason why the procedure was performed. This may be a concept from a terminology or a reference to a specific instance that describes the reason.																					
1503	EHDSProcedure	reason[x]	0..*	The reason why the procedure was performed. This may be a concept from a terminology or a reference to a specific instance that describes the reason.	EHDSObservation	SNOMED CT, ICD-10, Orphacode if rare disease is diagnosed (preferred)	The reason why the procedure was performed. This may be a concept from a terminology or a reference to a specific instance that describes the reason.																					
1504	EHDSProcedure	reason[x]	0..*	The reason why the procedure was performed. This may be a concept from a terminology or a reference to a specific instance that describes the reason.	EHDSProcedure	SNOMED CT, ICD-10, Orphacode if rare disease is diagnosed (preferred)	The reason why the procedure was performed. This may be a concept from a terminology or a reference to a specific instance that describes the reason.																					
1505	EHDSProcedure	outcome	0..1	The outcome of the procedure - did it resolve the reasons for the procedure being performed?	CodeableConcept	SNOMED CT (preferred)	The outcome of the procedure - did it resolve the reasons for the procedure being performed?	EuProcedure	outcome	EQ						MR				EQ						MR		
1506	EHDSProcedure	complication	0..*	Any complications that occurred during the procedure, or in the immediate post-performance period. These are generally tracked separately from the procedure description, which will typically describe the procedure itself rather than any 'post procedure' issues.	CodeableConcept	ICD-10, SNOMED CT, Orphacode if rare disease is diagnosed (preferred)	Any complications that occurred during the procedure, or in the immediate post-performance period. These are generally tracked separately from the procedure description, which will typically describe the procedure itself rather than any 'post procedure' issues.	EuProcedure	complication.concept	EQ						MR				EQ						MR		
1507	EHDSProcedure	deviceUsed	0..*	Device used to perform the procedure	EHDSDevice		Device used to perform the procedure	EuProcedure	used[device]	EQ		EuDevice				MR				EQ		EuDevice				MR		
1508	EHDSProcedure	focalDevice	0..*	Device(s) that is/are implanted, removed, or otherwise manipulated (calibration, battery replacement, fitting a prosthesis, attaching a wound-vac, etc.) as a focal portion of the Procedure.	EHDSDevice		Device(s) that is/are implanted, removed, or otherwise manipulated (calibration, battery replacement, fitting a prosthesis, attaching a wound-vac, etc.) as a focal portion of the Procedure.	EuProcedure	focalDevice.manipulated	EQ						MR				EQ						MR		
1509	EHDSProcedure	note	0..1	Additional information about the procedure	string		Additional information about the procedure	EuProcedure	note	EQ						MR				EQ						MR		
1510	EHDSRelatedPerson		0..*	EHDS refined base model for Patient/subject guardian and other related person information			Related person model																					
1511	EHDSRelatedPerson	personalIdentifier	0..*	An identifier of the related person that is unique within a defined scope. Example: National ID (birth number) for the Czech citizen. Multiple identifiers could be provided. 	Identifier		Personal identifier																					
1512	EHDSRelatedPerson	name	0..*	Name associated with the person. Name might consists of name parts, e.g. Given name or names, family name/surname, name prefix etc.	EHDSHumanName		Name																					
1513	EHDSRelatedPerson	subject	1..1	The patient in relation to whom the related person is defined.	EHDSPatient		The patient in relation to whom the related person is defined.																					
1514	EHDSRelatedPerson	relationship	0..1	Relationship between a patient and a contact person for that patient. This includes relatives, guardians, caring persons etc.	CodeableConcept	HL7 RoleCode (preferred)	Relationship																					
1515	EHDSRelatedPerson	address	0..*	Mailing and home or office addresses. The addresses are always sequences of address parts (e.g. street address line, country, ZIP code, city) even if postal address formats may vary depending on the country. An address may or may not include a specific use code, if this attribute is not present it is assumed to be the default address useful for any purpose.	EHDSAddress		Address																					
1516	EHDSRelatedPerson	telecom	0..*	Telecommunication contact information (addresses) associated to a person. Multiple telecommunication addresses might be provided.	EHDSTelecom		Telecom																					
1517	EHDSServiceRequest		0..*	EHDS refined base model for Specification of requested service or services			Service request model	EuServiceRequest								MR										MR		
1518	EHDSServiceRequest	header	1..1	Common header for all patient-related data	Base		Common header for all patient-related data																					
1519	EHDSServiceRequest	header.subject	1..1	Patient/subject information	EHDSPatient		Subject	EuServiceRequest	subject	EQ						MR				EQ						MR		
1520	EHDSServiceRequest	header.identifier	0..*	Business identifier for the object	Identifier		Business identifier for the object	EuServiceRequest	identifier	EQ						MR				EQ						MR		
1521	EHDSServiceRequest	header.authorship	1..*	Resource authoring details	Base		Authorship	EuServiceRequest	requester	EQ						MR				EQ						MR		
1522	EHDSServiceRequest	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSHealthProfessional		Author	EuServiceRequest	performer	EQ						MR				EQ						MR		
1523	EHDSServiceRequest	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSOrganisation		Author	EuServiceRequest	performer	EQ						MR				EQ						MR		
1524	EHDSServiceRequest	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSDevice		Author	EuServiceRequest	performer	EQ						MR				EQ						MR		
1525	EHDSServiceRequest	header.authorship.datetime	1..1	Date and time of the issuing the document/resource by its author.	dateTime		Date and time of authoring/issuing	EuServiceRequest	occurrenceDateTime	EQ						MR				EQ						MR		
1526	EHDSServiceRequest	header.lastUpdate	0..1	Date and time of the last update to the document/information	dateTime		Date and time of the last update to the resource	EuServiceRequest	meta.lastUpdated	EQ						MR				EQ						MR		
1527	EHDSServiceRequest	header.status	1..1	Status of the resource	CodeableConcept		Status of the resource	EuServiceRequest	status	EQ						MR				EQ						MR		
1528	EHDSServiceRequest	header.statusReason[x]	0..1	Reason for the current status of the resource.	CodeableConcept		Reason for the current status of the resource.	EuServiceRequest	extension[status-reason]	EQ						MR				EQ						MR		
1529	EHDSServiceRequest	header.statusReason[x]	0..1	Reason for the current status of the resource.	string		Reason for the current status of the resource.	EuServiceRequest	extension[status-reason].valueCodeableConcept.text	EQ						MR				EQ						MR		
1530	EHDSServiceRequest	header.language	0..1	Language in which the resource is written. Language is expressed by the IETF language tag.	CodeableConcept	BCP 47 (preferred)	Language	EuServiceRequest	language	EQ						MR				EQ						MR		
1531	EHDSServiceRequest	header.version	0..1	Business version of the resource.	string		Version	EuServiceRequest	meta.versionId	EQ						MR				EQ						MR		
1532	EHDSServiceRequest	presentedForm	0..*	A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	EHDSAttachment		A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	EuServiceRequest	text	EQ						MR				EQ						MR		
1533	EHDSServiceRequest	serviceText	0..1	Textual description of the requested service	string		Service text	EuServiceRequest	text	TB						MR				TB						MR		
1534	EHDSServiceRequest	serviceCode	0..1	A code that identifies a particular service (i.e., procedure, diagnostic investigation, or panel of investigations) that have been requested.	CodeableConcept	LOINC, NPU, SNOMED CT (preferred)	Service code	EuServiceRequest	code.concept	EQ						MR				EQ						MR		
1535	EHDSServiceRequest	reasonCode	0..*	Health conditions affecting the health of the patient and are important to be known for a health professional during a health encounter. Clinical conditions of the subject relevant for the results interpretation.	CodeableConcept	ICD-10 (ICD-11 when available), SNOMED CT, Orphacode (preferred)	Reason code	EuServiceRequest	reason.concept	EQ						MR				EQ						MR		
1536	EHDSServiceRequest	quantity	0..1	Amount of requested services of the same type	Quantity		Quantity	EuServiceRequest	quantityQuantity	EQ						MR				EQ						MR		
1537	EHDSServiceRequest	anatomicLocation	0..*	Anatomic location and laterality where the procedure should be performed. This is the target site.	EHDSBodyStructure		Anatomic location	EuServiceRequest	bodySite	EQ						MR				EQ						MR		
1538	EHDSServiceRequest	reasonReference[x]	0..*	Indicates another resource that provides a justification for why this service is being requested.	EHDSObservation		Reason reference	EuServiceRequest	reason.reference	EQ						MR				EQ						MR		
1539	EHDSServiceRequest	reasonReference[x]	0..*	Indicates another resource that provides a justification for why this service is being requested.	EHDSCondition		Reason reference																					
1540	EHDSServiceRequest	reasonReference[x]	0..*	Indicates another resource that provides a justification for why this service is being requested.	EHDSMedication		Reason reference																					
1541	EHDSServiceRequest	priority	0..1	Indicates how quickly the ServiceRequest should be addressed with respect to other requests.	CodeableConcept	HL7 Request priority (preferred)	Priority	EuServiceRequest	priority	EQ						MR				EQ						MR		
1542	EHDSServiceRequest	supportingInformation[x]	0..*	Health conditions relevant for the results interpretation, e.g. fasting status, sex for clinical use, etc.	EHDSObservation		Supporting information	EuServiceRequest	supportingInfo	EQ	Point to observations and conditions	EuCondition, EuObservation				MR				EQ	Point to observations and conditions	EuCondition, EuObservation				MR		
1543	EHDSServiceRequest	supportingInformation[x]	0..*	Health conditions relevant for the results interpretation, e.g. fasting status, sex for clinical use, etc.	EHDSCondition		Supporting information																					
1544	EHDSServiceRequest	supportingInformation[x]	0..*	Health conditions relevant for the results interpretation, e.g. fasting status, sex for clinical use, etc.	EHDSProcedure		Supporting information																					
1545	EHDSServiceRequest	supportingInformation[x]	0..*	Health conditions relevant for the results interpretation, e.g. fasting status, sex for clinical use, etc.	EHDSMedicationAdministration		Supporting information																					
1546	EHDSServiceRequest	specimen	0..*	Specimens to be used by the laboratory procedure	EHDSSpecimen		Specimen	EuServiceRequest	specimen	EQ		EuSpecimen				MR				EQ		EuSpecimen				MR		
